,dteday,hr,weathersit,temp,atemp,hum,windspeed,casual,cnt
6807,2011-10-16,5,1,0.42,0.4242,0.54,0.1642,1,7
12337,2012-06-03,6,1,0.46,0.4545,0.82,0.1045,6,22
17163,2012-12-22,22,1,0.22,0.2121,0.51,0.2836,1,39
1316,2011-02-28,1,3,0.34,0.303,0.87,0.3582,1,8
13146,2012-07-06,23,1,0.8,0.7879,0.63,0.1045,27,164
3225,2011-05-19,7,2,0.5,0.4848,1.0,0.0,18,257
1072,2011-02-17,10,1,0.38,0.3939,0.54,0.19399999999999998,18,88
4815,2011-07-24,13,1,0.86,0.8029999999999999,0.47,0.2239,90,252
15669,2012-10-20,2,1,0.44,0.4394,0.77,0.1045,9,78
10823,2012-04-01,2,2,0.36,0.3485,0.76,0.1642,20,81
15017,2012-09-22,22,1,0.62,0.6212,0.57,0.19399999999999998,59,239
9852,2012-02-20,12,1,0.28,0.2727,0.45,0.2239,65,281
5752,2011-09-02,3,2,0.6,0.5606,0.83,0.1642,4,8
10617,2012-03-23,12,2,0.66,0.6212,0.61,0.2239,199,471
13271,2012-07-12,4,1,0.64,0.6061,0.73,0.1045,0,5
16658,2012-12-01,21,2,0.3,0.3333,0.87,0.0,23,158
14094,2012-08-15,11,2,0.74,0.6818,0.58,0.19399999999999998,80,235
4616,2011-07-16,6,1,0.6,0.5758,0.78,0.1642,16,37
3097,2011-05-13,23,3,0.5,0.4848,0.88,0.1642,31,119
12168,2012-05-27,5,1,0.62,0.5758,0.83,0.19399999999999998,2,7
16917,2012-12-12,16,2,0.34,0.3333,0.46,0.1343,19,329
6869,2011-10-18,19,1,0.56,0.5303,0.6,0.1045,31,317
1300,2011-02-27,9,1,0.28,0.303,0.87,0.0896,17,59
7285,2011-11-05,4,1,0.28,0.2576,0.56,0.3284,3,8
15222,2012-10-01,11,1,0.58,0.5455,0.46,0.0,76,272
6284,2011-09-24,10,2,0.6,0.5455,0.88,0.0896,90,293
15607,2012-10-17,12,2,0.52,0.5,0.48,0.1642,71,332
14894,2012-09-17,19,2,0.62,0.5909,0.73,0.1045,51,486
13673,2012-07-28,22,1,0.66,0.6061,0.78,0.0896,88,276
9900,2012-02-22,13,1,0.42,0.4242,0.54,0.2985,15,190
5495,2011-08-21,21,1,0.7,0.6667,0.79,0.2537,45,138
5291,2011-08-13,9,2,0.7,0.6667,0.74,0.1642,70,208
9600,2012-02-09,23,2,0.3,0.3333,0.52,0.0,9,84
10037,2012-02-28,6,1,0.3,0.2727,0.45,0.3284,1,101
1798,2011-03-20,15,1,0.4,0.4091,0.32,0.0896,172,308
12149,2012-05-26,10,1,0.68,0.6364,0.79,0.2239,181,437
9667,2012-02-12,18,1,0.16,0.1212,0.4,0.4627,4,96
5203,2011-08-09,17,1,0.8,0.7576,0.55,0.1642,79,532
8227,2011-12-14,11,2,0.34,0.3636,0.55,0.0,12,115
5047,2011-08-03,5,2,0.76,0.6970000000000001,0.55,0.0896,2,24
6441,2011-09-30,23,1,0.52,0.5,0.55,0.3284,23,132
8636,2011-12-31,15,1,0.46,0.4545,0.47,0.4925,89,253
8105,2011-12-09,9,1,0.26,0.2879,0.81,0.0896,8,264
2359,2011-04-13,5,3,0.38,0.3939,0.94,0.2537,1,5
7102,2011-10-28,13,2,0.38,0.3939,0.42,0.2239,43,228
3654,2011-06-06,4,1,0.56,0.5303,0.94,0.1045,4,8
14494,2012-09-01,3,1,0.7,0.6515,0.7,0.1045,6,35
7052,2011-10-26,11,1,0.52,0.5,0.59,0.3284,23,155
17192,2012-12-24,3,1,0.2,0.2576,0.75,0.0,1,3
11371,2012-04-24,0,2,0.32,0.3333,0.76,0.1343,0,13
1286,2011-02-26,18,1,0.34,0.3333,0.46,0.19399999999999998,26,137
16864,2012-12-10,11,3,0.46,0.4545,0.94,0.2239,8,134
4445,2011-07-09,3,1,0.64,0.5758,0.89,0.1343,7,30
11608,2012-05-03,21,1,0.62,0.5909,0.78,0.1343,42,299
2137,2011-04-03,22,1,0.4,0.4091,0.43,0.1045,7,36
6787,2011-10-15,9,1,0.52,0.5,0.48,0.2985,50,207
10828,2012-04-01,7,2,0.36,0.3485,0.71,0.1343,29,84
12208,2012-05-28,21,1,0.76,0.7273,0.66,0.2836,66,247
12289,2012-06-01,6,3,0.62,0.5606,0.88,0.1343,5,141
9873,2012-02-21,10,1,0.24,0.2273,0.7,0.19399999999999998,8,85
15005,2012-09-22,10,1,0.66,0.6212,0.65,0.3284,124,474
17176,2012-12-23,11,1,0.24,0.2273,0.52,0.19399999999999998,48,152
15772,2012-10-24,9,2,0.52,0.5,0.77,0.0896,24,373
16496,2012-11-25,2,1,0.22,0.19699999999999998,0.44,0.3582,1,28
13959,2012-08-09,20,1,0.7,0.6515,0.54,0.2836,91,478
15399,2012-10-08,20,3,0.4,0.4091,0.71,0.2239,20,227
13467,2012-07-20,8,2,0.68,0.6364,0.83,0.1642,39,691
6894,2011-10-19,21,2,0.58,0.5455,0.94,0.1343,6,85
9884,2012-02-21,21,1,0.34,0.3333,0.61,0.1642,7,154
15882,2012-10-28,23,3,0.42,0.4242,0.94,0.3582,2,14
10733,2012-03-28,8,1,0.38,0.3939,0.46,0.3582,19,658
11827,2012-05-13,0,1,0.56,0.5303,0.64,0.1642,19,98
8564,2011-12-28,15,1,0.32,0.2879,0.36,0.4179,16,117
7151,2011-10-30,14,1,0.42,0.4242,0.38,0.19399999999999998,91,300
963,2011-02-12,18,1,0.28,0.2576,0.38,0.3284,4,64
6012,2011-09-13,2,1,0.6,0.5758,0.78,0.0,2,2
13645,2012-07-27,18,1,0.82,0.7576,0.46,0.1642,100,622
14113,2012-08-16,6,1,0.6,0.5758,0.78,0.1642,3,165
4882,2011-07-27,8,1,0.74,0.6667,0.42,0.2537,28,433
17154,2012-12-22,13,1,0.32,0.2879,0.36,0.4478,23,158
140,2011-01-07,2,2,0.2,0.19699999999999998,0.69,0.2239,0,1
13076,2012-07-04,1,1,0.68,0.6364,0.74,0.0,27,123
12611,2012-06-14,16,1,0.72,0.6667,0.51,0.2836,70,438
12046,2012-05-22,3,2,0.58,0.5455,0.83,0.1045,0,5
4146,2011-06-26,16,1,0.74,0.6667,0.42,0.19399999999999998,177,455
8906,2012-01-11,23,3,0.34,0.3182,0.87,0.2239,0,9
14115,2012-08-16,8,1,0.68,0.6364,0.61,0.19399999999999998,33,682
6936,2011-10-21,15,1,0.5,0.4848,0.45,0.2836,57,235
6542,2011-10-05,4,1,0.44,0.4394,0.88,0.0,1,5
5243,2011-08-11,9,1,0.72,0.6515,0.39,0.2239,31,197
11380,2012-04-24,9,1,0.4,0.4091,0.47,0.3582,6,308
10030,2012-02-27,23,1,0.42,0.4242,0.5,0.1642,6,56
4431,2011-07-08,13,2,0.78,0.7576,0.66,0.2836,54,229
15492,2012-10-12,17,1,0.46,0.4545,0.38,0.3881,131,837
14954,2012-09-20,7,1,0.46,0.4545,0.82,0.1045,20,534
406,2011-01-18,22,2,0.22,0.2576,0.93,0.0896,0,33
8212,2011-12-13,20,1,0.32,0.3182,0.49,0.1642,7,161
9196,2012-01-24,2,2,0.32,0.303,0.93,0.2239,2,8
15511,2012-10-13,12,1,0.44,0.4394,0.35,0.0,202,573
13178,2012-07-08,7,1,0.8,0.8029999999999999,0.66,0.0,19,52
10603,2012-03-22,22,1,0.56,0.5303,0.83,0.19399999999999998,56,220
10737,2012-03-28,12,2,0.54,0.5152,0.39,0.3582,50,268
15999,2012-11-04,8,1,0.3,0.303,0.56,0.1343,34,149
10582,2012-03-22,1,1,0.52,0.5,0.83,0.0896,14,30
9135,2012-01-21,13,2,0.2,0.19699999999999998,0.8,0.2537,10,76
8234,2011-12-14,18,2,0.36,0.3485,0.62,0.1642,11,390
11022,2012-04-09,10,1,0.5,0.4848,0.27,0.4925,65,178
14051,2012-08-13,16,1,0.8,0.7121,0.36,0.0896,116,464
11563,2012-05-02,0,1,0.6,0.5758,0.78,0.1045,4,47
11214,2012-04-17,11,1,0.6,0.6212,0.33,0.4179,65,239
11556,2012-05-01,17,1,0.74,0.6667,0.48,0.0896,65,681
4399,2011-07-07,5,1,0.64,0.5758,0.89,0.1045,2,32
5252,2011-08-11,18,1,0.78,0.6818,0.29,0.0896,74,571
11,2011-01-01,11,1,0.36,0.3333,0.81,0.2836,26,56
4760,2011-07-22,6,1,0.76,0.7424,0.75,0.0896,13,96
1177,2011-02-21,20,3,0.24,0.2121,0.81,0.3881,0,29
14964,2012-09-20,17,1,0.64,0.6212,0.5,0.2239,91,976
10139,2012-03-03,13,1,0.44,0.4394,0.51,0.2836,87,339
10693,2012-03-26,16,1,0.48,0.4697,0.25,0.6418,60,305
13761,2012-08-01,14,1,0.82,0.7576,0.46,0.1642,88,263
2863,2011-05-04,5,3,0.36,0.3333,0.87,0.3284,1,9
6471,2011-10-02,5,1,0.32,0.303,0.87,0.2836,0,7
12057,2012-05-22,14,2,0.64,0.6061,0.73,0.1045,73,222
6228,2011-09-22,2,2,0.6,0.5152,0.94,0.1045,2,10
9218,2012-01-25,0,1,0.26,0.303,0.93,0.0,6,31
12040,2012-05-21,21,1,0.62,0.6061,0.69,0.0896,31,241
2989,2011-05-09,11,1,0.6,0.6212,0.46,0.2239,26,125
9153,2012-01-22,7,2,0.16,0.1515,0.74,0.2239,2,13
11081,2012-04-11,22,1,0.34,0.303,0.57,0.3284,4,134
7117,2011-10-29,4,3,0.3,0.2727,0.81,0.4179,0,1
11207,2012-04-17,4,1,0.66,0.6212,0.44,0.2239,3,9
7010,2011-10-24,17,1,0.52,0.5,0.68,0.1343,87,614
11530,2012-04-30,15,2,0.52,0.5,0.55,0.1045,55,231
14297,2012-08-23,22,2,0.68,0.6364,0.61,0.1045,21,198
14437,2012-08-29,18,1,0.74,0.6667,0.42,0.1642,119,812
15864,2012-10-28,5,2,0.5,0.4848,0.63,0.2985,6,28
14626,2012-09-06,15,1,0.74,0.6970000000000001,0.66,0.19399999999999998,42,270
11760,2012-05-10,5,1,0.46,0.4545,0.72,0.2985,1,24
8927,2012-01-12,20,2,0.42,0.4242,0.71,0.19399999999999998,11,240
12592,2012-06-13,21,1,0.64,0.6212,0.44,0.3582,79,396
1440,2011-03-05,7,2,0.3,0.2727,1.0,0.2985,5,15
17172,2012-12-23,7,1,0.16,0.19699999999999998,0.64,0.0896,3,19
14940,2012-09-19,17,1,0.6,0.6212,0.38,0.2239,74,886
2875,2011-05-04,17,1,0.4,0.4091,0.71,0.2537,22,410
12178,2012-05-27,15,1,0.78,0.7121,0.52,0.2836,290,535
9108,2012-01-20,10,2,0.22,0.2121,0.44,0.2836,1,97
2190,2011-04-06,3,1,0.26,0.2727,0.6,0.1343,0,4
16317,2012-11-17,15,1,0.42,0.4242,0.35,0.2985,175,549
12281,2012-05-31,22,1,0.66,0.6212,0.5,0.1642,43,264
11339,2012-04-22,16,3,0.38,0.3939,0.87,0.4478,4,36
7232,2011-11-02,23,1,0.36,0.3636,0.76,0.0896,3,57
3726,2011-06-09,4,2,0.72,0.6970000000000001,0.79,0.0896,2,6
2772,2011-04-30,10,1,0.48,0.4697,0.44,0.3881,94,279
9816,2012-02-18,23,2,0.36,0.3333,0.4,0.3881,12,74
454,2011-01-20,23,2,0.24,0.2121,0.65,0.3284,3,31
9013,2012-01-16,10,2,0.14,0.1364,0.59,0.19399999999999998,19,126
8189,2011-12-12,21,1,0.26,0.303,0.81,0.0,2,121
1367,2011-03-02,6,1,0.22,0.2121,0.55,0.2537,1,40
3712,2011-06-08,14,1,0.92,0.8788,0.4,0.2537,44,155
5450,2011-08-20,0,1,0.6,0.5455,0.88,0.0,21,128
1388,2011-03-03,3,1,0.2,0.1667,0.27,0.4627,0,1
9042,2012-01-17,16,1,0.46,0.4545,0.63,0.5522,14,219
1000,2011-02-14,8,1,0.38,0.3939,0.4,0.4627,7,256
14732,2012-09-11,1,1,0.5,0.4848,0.63,0.0,0,10
7761,2011-11-25,0,1,0.34,0.3333,0.76,0.1642,7,29
3553,2011-06-01,23,1,0.74,0.6667,0.51,0.1642,10,69
4114,2011-06-25,8,1,0.7,0.6515,0.48,0.2537,27,112
9829,2012-02-19,12,2,0.28,0.2727,0.52,0.2537,71,255
1667,2011-03-15,1,1,0.3,0.303,0.62,0.0896,4,10
12781,2012-06-21,18,1,0.86,0.7879,0.41,0.19399999999999998,78,640
3173,2011-05-17,3,3,0.54,0.5152,0.94,0.2537,1,4
16118,2012-11-09,8,1,0.32,0.3182,0.57,0.1642,25,693
9539,2012-02-07,10,1,0.34,0.3333,0.46,0.1642,12,116
16886,2012-12-11,9,1,0.34,0.303,0.61,0.3881,12,334
488,2011-01-22,10,2,0.04,0.0606,0.41,0.1642,3,53
3230,2011-05-19,12,2,0.58,0.5455,0.78,0.1045,38,168
14924,2012-09-19,1,2,0.54,0.5152,0.68,0.2537,0,12
3828,2011-06-13,10,1,0.64,0.6212,0.41,0.3284,38,118
10824,2012-04-01,3,2,0.34,0.3333,0.81,0.1343,4,25
16049,2012-11-06,10,1,0.3,0.2879,0.49,0.19399999999999998,41,230
12975,2012-06-29,20,1,0.92,0.8939,0.42,0.2537,53,308
5208,2011-08-09,22,1,0.78,0.6970000000000001,0.46,0.2985,28,155
7848,2011-11-28,16,1,0.56,0.5303,0.6,0.19399999999999998,24,264
11424,2012-04-26,5,2,0.48,0.4697,0.63,0.1343,0,17
5704,2011-08-31,3,1,0.56,0.5303,0.78,0.0,2,6
574,2011-01-26,5,3,0.2,0.1818,0.86,0.2836,0,1
8133,2011-12-10,13,1,0.34,0.303,0.34,0.4179,47,286
703,2011-02-01,16,2,0.24,0.2424,0.75,0.1343,3,64
5105,2011-08-05,15,1,0.76,0.6970000000000001,0.55,0.2537,50,210
16426,2012-11-22,4,1,0.22,0.2273,0.8,0.1343,1,3
3291,2011-05-22,1,1,0.52,0.5,0.94,0.1343,17,98
8125,2011-12-10,5,1,0.26,0.2576,0.6,0.1642,0,6
11865,2012-05-14,14,2,0.62,0.5909,0.73,0.2537,43,171
10600,2012-03-22,19,1,0.66,0.6212,0.61,0.0,117,586
13380,2012-07-16,17,3,0.76,0.7273,0.66,0.5821,86,755
9519,2012-02-06,14,1,0.4,0.4091,0.35,0.1642,14,140
3124,2011-05-15,2,2,0.52,0.5,1.0,0.1343,13,50
13965,2012-08-10,2,1,0.7,0.6667,0.74,0.1642,6,20
14287,2012-08-23,12,1,0.78,0.6818,0.38,0.0,97,332
13598,2012-07-25,19,1,0.76,0.6667,0.33,0.1343,116,698
16542,2012-11-27,0,2,0.32,0.3333,0.66,0.0896,2,26
15817,2012-10-26,6,2,0.52,0.5,0.88,0.0896,2,144
14275,2012-08-23,0,1,0.64,0.5909,0.78,0.0,9,60
4909,2011-07-28,11,1,0.84,0.8182,0.56,0.2836,41,154
4440,2011-07-08,22,2,0.66,0.6061,0.78,0.19399999999999998,33,169
10055,2012-02-29,0,1,0.32,0.3333,0.53,0.1045,2,32
986,2011-02-13,18,1,0.4,0.4091,0.32,0.2985,17,95
16418,2012-11-21,20,1,0.34,0.3485,0.61,0.1045,11,136
16968,2012-12-14,19,1,0.34,0.3485,0.53,0.0896,17,319
15079,2012-09-25,12,1,0.62,0.6212,0.43,0.2836,69,302
16754,2012-12-05,21,1,0.34,0.303,0.46,0.4179,14,198
16878,2012-12-11,1,1,0.42,0.4242,0.71,0.4478,1,8
7705,2011-11-22,16,3,0.44,0.4394,0.94,0.0,3,62
12241,2012-05-30,6,2,0.6,0.5758,0.78,0.1045,5,144
6257,2011-09-23,7,3,0.62,0.5455,0.94,0.1343,14,254
11677,2012-05-06,18,2,0.62,0.6061,0.61,0.19399999999999998,131,463
6089,2011-09-16,7,1,0.4,0.4091,0.71,0.2836,16,299
10666,2012-03-25,13,2,0.42,0.4242,0.88,0.1642,110,367
5238,2011-08-11,4,1,0.64,0.6212,0.57,0.1642,1,5
14646,2012-09-07,11,1,0.76,0.7121,0.62,0.1343,81,296
12065,2012-05-22,22,1,0.62,0.5909,0.73,0.0896,17,174
1198,2011-02-22,23,1,0.16,0.1515,0.43,0.2537,3,21
12373,2012-06-04,18,1,0.64,0.6212,0.38,0.3881,103,822
9710,2012-02-14,13,2,0.36,0.3333,0.4,0.2537,6,173
16596,2012-11-29,7,1,0.2,0.2576,0.64,0.0,8,362
13669,2012-07-28,18,1,0.82,0.7424,0.43,0.2836,151,481
7519,2011-11-14,22,1,0.58,0.5455,0.56,0.3582,17,113
6812,2011-10-16,10,1,0.54,0.5152,0.45,0.2537,121,347
9991,2012-02-26,8,1,0.2,0.19699999999999998,0.51,0.2537,2,59
9206,2012-01-24,12,1,0.34,0.3333,0.87,0.1642,25,175
8320,2011-12-18,8,1,0.2,0.2576,0.69,0.0,1,32
9556,2012-02-08,3,1,0.26,0.303,0.65,0.0,0,1
10225,2012-03-07,3,1,0.3,0.2727,0.56,0.3582,1,3
7175,2011-10-31,14,2,0.44,0.4394,0.47,0.2239,22,141
4470,2011-07-10,4,1,0.66,0.6212,0.69,0.0896,0,5
891,2011-02-09,15,2,0.2,0.1818,0.34,0.2836,3,64
10985,2012-04-07,21,1,0.5,0.4848,0.2,0.19399999999999998,75,234
1969,2011-03-27,21,1,0.26,0.2576,0.41,0.1642,7,36
13647,2012-07-27,20,1,0.78,0.7424,0.59,0.1045,85,354
12595,2012-06-14,0,1,0.6,0.6212,0.53,0.2985,3,48
5757,2011-09-02,8,1,0.62,0.5909,0.78,0.19399999999999998,22,456
6527,2011-10-04,13,1,0.56,0.5303,0.56,0.2985,20,173
6294,2011-09-24,20,1,0.62,0.5758,0.83,0.0,77,243
12115,2012-05-25,0,1,0.62,0.5758,0.83,0.1343,10,73
13605,2012-07-26,2,1,0.66,0.6212,0.69,0.2537,5,21
7595,2011-11-18,2,1,0.24,0.2273,0.44,0.2239,2,10
9110,2012-01-20,12,2,0.2,0.1818,0.34,0.3284,5,124
3249,2011-05-20,7,1,0.5,0.4848,0.77,0.1642,30,319
6570,2011-10-06,8,1,0.44,0.4394,0.62,0.1642,20,457
6638,2011-10-09,4,1,0.44,0.4394,0.88,0.0,7,14
7351,2011-11-07,22,1,0.36,0.3636,0.81,0.0896,6,108
16689,2012-12-03,4,1,0.36,0.3788,0.93,0.0,1,5
15398,2012-10-08,19,2,0.4,0.4091,0.71,0.2537,38,371
9400,2012-02-01,14,1,0.62,0.6212,0.33,0.2239,33,192
12060,2012-05-22,17,1,0.72,0.6667,0.54,0.0,69,785
7473,2011-11-13,0,2,0.4,0.4091,0.58,0.19399999999999998,12,73
12504,2012-06-10,5,1,0.62,0.6061,0.69,0.0896,3,13
12257,2012-05-30,22,1,0.66,0.6212,0.69,0.1045,26,217
125,2011-01-06,11,1,0.22,0.2576,0.44,0.0896,2,59
16091,2012-11-08,5,2,0.3,0.2879,0.42,0.2239,0,35
1239,2011-02-24,18,2,0.34,0.303,0.87,0.3284,5,137
2289,2011-04-10,6,2,0.36,0.3636,0.93,0.0896,0,4
2740,2011-04-29,2,1,0.46,0.4545,0.63,0.1045,2,10
8467,2011-12-24,11,1,0.32,0.2879,0.39,0.3582,9,71
4585,2011-07-14,23,1,0.64,0.6061,0.65,0.2537,27,124
9227,2012-01-25,9,1,0.24,0.2273,0.7,0.2537,18,236
1229,2011-02-24,8,1,0.24,0.2273,0.7,0.2239,8,252
15026,2012-09-23,7,1,0.46,0.4545,0.59,0.2239,9,57
9200,2012-01-24,6,2,0.32,0.3182,0.93,0.19399999999999998,1,89
16514,2012-11-25,20,1,0.24,0.2879,0.6,0.0,9,119
6980,2011-10-23,11,1,0.46,0.4545,0.72,0.1642,131,333
5178,2011-08-08,16,1,0.86,0.7727,0.39,0.2836,64,282
12020,2012-05-21,1,3,0.58,0.5455,0.88,0.3582,4,15
10724,2012-03-27,23,1,0.36,0.3485,0.37,0.19399999999999998,5,64
4293,2011-07-02,19,1,0.8,0.6970000000000001,0.33,0.2239,156,305
1058,2011-02-16,20,1,0.38,0.3939,0.43,0.19399999999999998,10,118
6262,2011-09-23,12,3,0.62,0.5455,0.94,0.1045,1,29
15360,2012-10-07,5,2,0.44,0.4394,0.54,0.1343,2,10
11036,2012-04-10,0,2,0.44,0.4394,0.47,0.2836,3,26
281,2011-01-13,4,1,0.14,0.1212,0.5,0.2537,0,4
9235,2012-01-25,17,1,0.36,0.3485,0.53,0.1642,27,470
9508,2012-02-06,2,1,0.22,0.2727,0.75,0.0,0,3
14846,2012-09-15,19,1,0.62,0.6212,0.41,0.1642,169,478
968,2011-02-12,23,1,0.22,0.2273,0.51,0.1343,1,32
10573,2012-03-21,16,1,0.58,0.5455,0.73,0.0,91,378
3953,2011-06-18,15,2,0.82,0.7576,0.46,0.1343,153,367
1939,2011-03-26,14,1,0.34,0.3182,0.29,0.2239,93,216
16706,2012-12-03,21,1,0.44,0.4394,0.82,0.19399999999999998,14,221
1274,2011-02-26,6,1,0.22,0.2727,0.6,0.0,1,7
619,2011-01-29,1,1,0.22,0.2273,0.64,0.19399999999999998,0,20
15763,2012-10-24,0,1,0.54,0.5152,0.73,0.0896,7,46
1742,2011-03-18,7,1,0.4,0.4091,0.66,0.19399999999999998,11,123
1390,2011-03-03,5,1,0.14,0.1212,0.33,0.2985,1,8
2203,2011-04-06,16,1,0.54,0.5152,0.28,0.4179,27,169
14135,2012-08-17,4,1,0.64,0.2424,0.73,0.1642,0,9
9771,2012-02-17,2,2,0.3,0.3182,0.93,0.1045,1,12
9847,2012-02-20,7,2,0.22,0.19699999999999998,0.55,0.3284,2,44
3568,2011-06-02,14,1,0.78,0.6667,0.24,0.3284,43,185
10544,2012-03-20,11,1,0.58,0.5455,0.83,0.1343,74,230
10404,2012-03-14,15,1,0.7,0.6364,0.24,0.0,86,283
6116,2011-09-17,10,2,0.5,0.4848,0.68,0.2836,72,249
2734,2011-04-28,20,1,0.58,0.5455,0.43,0.2239,49,269
6052,2011-09-14,18,1,0.72,0.6818,0.62,0.1642,83,586
3178,2011-05-17,8,2,0.52,0.5,0.94,0.2985,22,347
3192,2011-05-17,22,2,0.54,0.5152,0.88,0.2836,12,98
9499,2012-02-05,17,1,0.32,0.3182,0.53,0.1642,31,306
6099,2011-09-16,17,2,0.52,0.5,0.48,0.1343,86,566
7029,2011-10-25,12,1,0.54,0.5152,0.39,0.3582,35,200
575,2011-01-26,6,3,0.2,0.1818,0.86,0.2836,0,8
10552,2012-03-20,19,1,0.58,0.5455,0.73,0.1343,75,555
6656,2011-10-09,22,2,0.52,0.5,0.94,0.0,48,152
7115,2011-10-29,2,3,0.3,0.2727,0.87,0.2985,1,17
13994,2012-08-11,7,1,0.64,0.5758,0.83,0.0896,8,62
16341,2012-11-18,15,1,0.42,0.4242,0.54,0.2836,89,407
6276,2011-09-24,2,2,0.58,0.5455,0.94,0.0896,14,68
9472,2012-02-04,14,2,0.32,0.303,0.66,0.2239,47,276
3432,2011-05-27,22,1,0.6,0.5758,0.78,0.1343,25,141
13149,2012-07-07,2,1,0.76,0.7424,0.72,0.1642,11,58
11083,2012-04-12,0,1,0.32,0.303,0.66,0.2836,1,23
5897,2011-09-08,6,3,0.62,0.5455,0.94,0.1642,1,56
5724,2011-08-31,23,1,0.6,0.5758,0.78,0.1045,24,84
10185,2012-03-05,11,2,0.26,0.2727,0.56,0.1343,17,103
10831,2012-04-01,10,2,0.4,0.4091,0.71,0.1045,132,360
269,2011-01-12,16,1,0.22,0.19699999999999998,0.44,0.3284,5,68
629,2011-01-29,12,2,0.2,0.19699999999999998,0.59,0.19399999999999998,12,78
11970,2012-05-18,23,1,0.52,0.5,0.55,0.0,41,174
3081,2011-05-13,7,3,0.5,0.4848,0.88,0.1642,16,157
3466,2011-05-29,8,2,0.62,0.5606,0.88,0.2239,34,96
6430,2011-09-30,12,2,0.64,0.6212,0.57,0.19399999999999998,59,254
3374,2011-05-25,12,1,0.74,0.6818,0.55,0.1343,32,210
7062,2011-10-26,21,2,0.52,0.5,0.77,0.0,17,157
12588,2012-06-13,17,1,0.72,0.6515,0.32,0.4925,75,857
12215,2012-05-29,4,1,0.66,0.6061,0.78,0.2239,0,5
17157,2012-12-22,16,1,0.3,0.2727,0.39,0.4478,23,147
5543,2011-08-23,21,1,0.62,0.6212,0.57,0.0,38,211
13760,2012-08-01,13,1,0.8,0.7424,0.52,0.1642,59,280
10238,2012-03-07,16,1,0.56,0.5303,0.37,0.4179,34,288
4356,2011-07-05,10,1,0.76,0.6970000000000001,0.52,0.1045,55,139
9444,2012-02-03,10,1,0.28,0.2576,0.56,0.2836,15,129
15892,2012-10-30,21,2,0.3,0.3182,0.87,0.1045,4,64
2113,2011-04-02,22,1,0.32,0.303,0.61,0.2985,14,55
8219,2011-12-14,3,1,0.28,0.3182,0.65,0.0,0,3
10232,2012-03-07,10,1,0.36,0.3333,0.5,0.2985,20,147
12120,2012-05-25,5,2,0.62,0.5606,0.88,0.0896,2,30
16951,2012-12-14,2,1,0.22,0.2727,0.69,0.0,3,9
3216,2011-05-18,22,1,0.52,0.5,0.83,0.0,14,117
13125,2012-07-06,2,1,0.76,0.7121,0.62,0.1343,4,17
3814,2011-06-12,20,1,0.66,0.6061,0.83,0.1642,62,206
8321,2011-12-18,9,1,0.22,0.2273,0.64,0.1642,6,81
15919,2012-11-01,0,1,0.36,0.3636,0.57,0.0896,8,60
14296,2012-08-23,21,1,0.7,0.6515,0.61,0.1343,53,329
2278,2011-04-09,19,2,0.38,0.3939,0.82,0.1343,47,130
4599,2011-07-15,13,1,0.7,0.6515,0.54,0.19399999999999998,85,247
13,2011-01-01,13,2,0.46,0.4545,0.72,0.2985,47,94
1646,2011-03-14,3,1,0.26,0.2727,0.65,0.1343,0,3
12668,2012-06-17,1,1,0.56,0.5303,0.6,0.1642,21,88
14139,2012-08-17,8,1,0.68,0.2424,0.65,0.1343,43,668
1525,2011-03-08,22,1,0.3,0.2879,0.49,0.2239,11,55
2365,2011-04-13,11,2,0.42,0.4242,0.82,0.19399999999999998,4,61
4648,2011-07-17,14,1,0.8,0.7424,0.49,0.3582,168,430
11244,2012-04-18,17,2,0.42,0.4242,0.77,0.19399999999999998,46,488
12197,2012-05-28,10,1,0.7,0.6515,0.61,0.0,189,364
15172,2012-09-29,9,1,0.5,0.4848,0.63,0.19399999999999998,69,332
10532,2012-03-19,23,2,0.56,0.5303,0.78,0.1343,9,54
374,2011-01-17,2,2,0.18,0.1667,0.43,0.2537,0,8
15791,2012-10-25,4,2,0.52,0.5,0.88,0.1045,1,5
6477,2011-10-02,11,2,0.38,0.3939,0.66,0.2537,74,292
525,2011-01-24,0,1,0.06,0.0606,0.41,0.19399999999999998,0,7
9131,2012-01-21,9,2,0.16,0.1515,0.93,0.2537,2,42
11561,2012-05-01,22,1,0.64,0.6061,0.65,0.0,21,211
13910,2012-08-07,19,2,0.76,0.7273,0.66,0.1045,104,610
12765,2012-06-21,2,1,0.72,0.6970000000000001,0.79,0.1045,11,18
6895,2011-10-19,22,2,0.58,0.5455,0.94,0.3582,13,107
10339,2012-03-11,22,1,0.4,0.4091,0.54,0.19399999999999998,13,94
3591,2011-06-03,13,1,0.68,0.6212,0.26,0.2537,58,248
16401,2012-11-21,3,1,0.28,0.2879,0.87,0.1045,0,2
11106,2012-04-12,23,1,0.42,0.4242,0.35,0.19399999999999998,8,94
7904,2011-12-01,0,1,0.28,0.2576,0.52,0.3284,1,20
2958,2011-05-08,4,1,0.42,0.4242,0.82,0.0,2,10
14356,2012-08-26,9,1,0.68,0.6364,0.79,0.2537,67,263
11815,2012-05-12,12,1,0.64,0.6212,0.36,0.1642,206,559
529,2011-01-24,5,1,0.02,0.0606,0.48,0.1343,0,5
15596,2012-10-17,1,1,0.38,0.3939,0.76,0.0,3,17
3714,2011-06-08,16,1,0.92,0.8788,0.4,0.2239,34,233
